text,label,binary_label,language
"""Church in Pensacola does this 1 Sunday a year, every 2 yrs. Service with U2 songs in place of hymns/gospel songs.",1,0,en
"""Deadly Israeli strike, fire from Gaza mar truce: A deadly Israeli airstrike into the Gaza Strip and rocket and m...",1,0,en
#Tipp  World of Fishing: 5 Euro Rabatt gewinnen: Um euer Equipment in World of Fishing…,1,0,en
Microsoft joins the Linux Foundation via @user,1,0,en
.@RealBenCarson tells NH crowd a 3rd grader could have done better when it comes to the Iran nuclear deal @user #fitn #nhpolitics,1,0,en
@user 2016 WE LEGALIZE MEDICAL NATURAL PLANT THAT REVERSE CANCER IN RODENTS & CURE 4 PAIN=> MARIJUANA DUH?,1,0,en
"""... My Client aka Brock Lesnar, I may be his advocate but you sir are in this trap about pure oblivion, destruction, possibly you turned...""",1,0,en
Wanna see Eva Longoria? Come canvass with us at 11 AM tomorrow! #WomenforObama,1,0,en
"""Frank Ocean, I think we need to have a talk. It's not you, it's me",1,0,en
Uber socialist Mehdi Hasan on #bbcqt panel for 5th time since #GE10 - More than any other panelist. Does he have a season ticket??,1,0,en
"@user Logically, one would extend dog day until tomorrow so that it coincides with National Ice Cream Day.""",1,0,en
Spree books for a FIVER in Aberdeen\u002c Edinburgh and Tayside - only until Wednesday!  - you can take advantage of...,1,0,en
Medical marijuana looks like cash crop to Miami’s entrepreneurs,1,0,en
Looks like Rooney\u002c RVP\u002c Rio\u002c Evra\u002c Giggs and Young will all be rested tomorrow. Expecting a few of the youngsters to feature. #MUFC,1,0,en
"Cutting tool maker Sandvik looks to software, 3D printing to stay ahead.. Related Articles:",1,0,en
If your thoughts are turning towards Christmas & you live in Bucks\u002c I\u2019m giving a talk on Dickens & Christmas at Amersham Library\u002c 15 Dec.,1,0,en
If you\u2019re looking for the GS3 off contract\u002c it hits MetroPCS next Monday - by @user,1,0,en
the 2nd one chris brown was performing with big sean & i was picked to go on stage & then i ended up being CBs wife & Brentley was his ! hah,1,0,en
"""Paddy McGuinness on This Morning, continuing to show the old stereotype that broadcasters from Bolton have to shout all the time.""",1,0,en
"""what happened at the concert, anything momentous. how was 18, lilo fights, niall's dancing ??c'mon give me the details""",1,0,en
Who are you tomorrow? Will you make me smile or just bring me sorrow? #HottieOfTheWeek Demi Lovato,1,0,en
Michelle Obama's waiting in the Master Bedroom Chelsea Clinton's waiting in the Lincoln Bedroom WHICH ROOM 1st @user @user,1,0,en
#videos of zac efron naked skinny tiny titless teen,1,0,en
Metal Gear Solid 5 the Phantom Pain and Iron Maiden's Book of Souls will drop September 5th,1,0,en
Free this week: August 3 Figure Four Weekly: Detailed look at why Gawker thinks the FBI covered for Hulk Hogan #wwe,1,0,en
Friday Find-A-Friend: <3 <3 <3 is all Sam the Labrador does and <3 <3 <3 is all he asks for in return. #dontshopadopt,1,0,en
FREE DOWNLOAD! Adam Freeland - Morning sun (Endymion Bootleg)! Click on the link below & like Endymion on Facebook!,1,0,en
Ole boy who preached Sunday looked like david ruffin from the temptations,1,0,en
"""Five bottles left of Stone Brewing's 16th Anniversary Double IPA. 10% ABV, brewed with lemon verbana and rye. $7.49 for a 22oz.""",1,0,en
"""An gay man though may not be cr!minal, 0ne or m0re less had m0re than an n0rmal l!fe epxerience in the pasta.""",1,0,en
"@user @user @user @user  Appears Jill Stein, Hillary Clinton and George Soros work…",1,0,en
I think the only thing about Persona 5 I'm dreading is the obligatory beach/hot-springs event. Ever since 3 we keep getting it.,1,0,en
Walk folder has Monk charts/tracks @user ---- Quartet session this saturday  --- listen to the record,1,0,en
"@user It may not be """"just"""" an ethic to Christians like us, but unbelievers by definition don't care what the Bible says.""",1,0,en
The Left must stand with the Fourth World in our collective struggle. | The Indigenous Revolution,1,0,en
Paul McCartney coming to the ACC Oct 17.  #going,1,0,en
If Tony Romo goes to Denver in the off season the Broncos will win another SB if their D stays the same. Remember they knocked cam retarded?,1,0,en
Tony Barrett: Hodgson plans to attend the QPR game on Sunday &amp; meet Rodgers afterward to hold talks &amp; settle...,1,0,en
"""I just remembered that Best Buy started selling Iron Maiden's new single on Friday. I don't care that it's 10:30am, I'm going now""",1,0,en
Kalispell mail processing center to close by March: KALISPELL -- The U.S. Postal Service has announced it will c...,1,0,en
"""KUALA LUMPUR -- The long-haul arm of budget carrier AirAsia said Monday it would suspend operations to Iran, cit ...",1,0,en
Aged under 26 and keen to become a foreign correspondent? Apply for the Marie Colvin scholarship,1,0,en
"""You would think Tony Blair, more than most, would understand the consequences of a poorly thought out intervention -",1,0,en
"""Niall's turning 22.  """"5th album's about to drop.""""  """"The boys are taking a break.""""   """"#1YearSinceFireproof.""""",1,0,en
So if anyone wants to buy me an outfit for the Jason Aldean concert Sunday for my bday that would be great bc I don't have anything!!! :-),1,0,en
"""Chris Evans directed and stars in the romantic comedy, Before We Go. In cinemas Friday.",1,0,en
Yoga and homework and cooking and cleaning tomorrow means scandal all night tonight okay.,1,0,en
"@user I keep remembering idea in January that Charlie Hebdo attack, a fraction of the scale of this, might be a """"game changer.""""""",1,0,en
"""I've been instructed by Bucky to make both an Oreo cake and Oreo parfaits tomorrow. What a busy,busy bee I am.""",1,0,en
#Iraq #Erbil More #civilians casualties left un-attended and as hospitals lack resourceshttps://t.co/WWrvkDgBED#mosuloffensive #journalism,1,0,en
"""TOMORROW! Scott Walker essentially said black lives don't matter.  Not joking, just saying. #EDWeekly 7 @user",1,0,en
"""Not getting a good run with frees for, another goal to Murray from a free kick 16 points up midway through 2nd""",1,0,en
For most of us life goes on in one form or another. #mosulappeal #MosulOffensive #Iraq,1,0,en
102 days ago Paul Dunne finished T22 at the Old Waverly Collegiate Championship. Tomorrow he's playing in the final pairing at #TheOpen,1,0,en
Throwback sunday?!?!?Seaholm game with @user,1,0,en
House full both today and tomorrow for Bajrangi Bhaijaan and Bin Roye. But I thought the Eid craze would be settled down by now!!,1,0,en
Cons given the death penalty have the lowest re conviction rate. Promise,1,0,en
@user I keep just missing out on one these every time @user posts a link 😞#win #Hatchimals,1,0,en
help help it is thursday and my brain is saying hey remember back when an episode of Hannibal would be airing in 2 hours in Canada,1,0,en
"@user I think what you're trying to say is, you cant believe it's the 8th day of Eid.""",1,0,en
"""Aaron Rodgers jersey battery room, under the windmill. Wagnoli - 4 August 2011 - Blog - designer wedding dresses sale,""",1,0,en
@user The sign is in French - Scott Walker may not understand what it means.,1,0,en
"""15 august black day for Sikhs, Muslims, Christians &amp; minorities in India. #FreedomForKhalistan  #GayHind",1,0,en
"""Final VW data due July 31, seen neck-and-neck with Toyota""",1,0,en
Seth Rollins looks pretty strong in this match to say he has no help! He may win this clean!  Who am I kidding... CENAWINSLOL  #SummerSlam,1,0,en
@user @user @user @user Obama expanded Veterans Centers in rural areas & fully funded the Veterans Admin,1,0,en
RT @user Steve Williams just threw Tiger Woods under the bus after win w Adam Scott today. After 33 yrs and 145 wins this is the ...,1,0,en
Obama Admin. Statement: 'We Stand Behind Our Election Results',1,0,en
@user @user @user @user invitation and so did the majority. Islam is by the heart. May Allah guide u,1,0,en
"My Iowa people, who is going to Eric Church on Friday at the Jones County Fair???",1,0,en
"@user did you see the Friday Night Lights spoof that Amy Schumer did? She had that glass, straight slurping Chardonnay.""",1,0,en
MTV VMAs: Seven presidential moments in Kanye West's first stump speech: When Kanye West stood on stage Sunday night during the MTV V...,1,0,en
@user was that Justin Verlander?,1,0,en
#map: Somalia: Somali Refugees in the Region - As of 31 October 2012 #UN,1,0,en
Inter\u002c Roma keep pace with wins: Inter Milan kept pace with Serie A leaders Juventus after seeing off Catania 2-0 at the San Siro on Sunday.,1,0,en
Next big day of the year is Presidents Day. The revised date is now the 6th October. Details of the competion...,1,0,en
This isn't the 1st time @user & the #Hamas supporting #IntifadaBrigade mock disasters/terror attacks while p…,1,0,en
5 time @user champion Federer defeats 29th seed Kohlschreiber and he's through to the last 16 to play 13th seed Isner or Vesely! #USOpen,1,0,en
ICYMI: Last Monday in the city with Paul Heyman. This Monday he returns to WWE Raw with Brock Lesnar!,1,0,en
I think Matty may have just implied that Max is doing a Christmas song. Or Lulu. Or Durston.,1,0,en
@user  Kane just had his 6th heart surgery 4 wks ago-now he's home jamming!,1,0,en
Just finalized advanced ICS training course description with Luigi Auriemma. He will be  teaching the Friday after #s42013,1,0,en
I think john cena may struggle with the concept of object permanence,1,0,en
I'll believe it when I see it. I won't fall for this again (see: Frank Ocean),1,0,en
"""`Traditionalist` Caitlyn Jenner tepid about gay marriage: Washington D.C, Sept 5 : Caitlyn Jenner may be an in...",1,0,en
The latest one hundred people you should know! Thanks to @user @user @user #chile #isis,1,0,en
only 7 net hits at Fenway as the Blue Jays and Red Sox are in the top of teh 9th deadlocked 1-1,1,0,en
"@user @user Check Putin's latest stance on religion.& Obama is great. Putin is a short, little punk.",1,0,en
U2 - Sunday Bloody Sunday:  This is not a rebel song and it's not against on sunday...it's all about anyday.,1,0,en
"""UN Security Council to meet Friday on Turkish troops in Iraq: 11 letter to the 15-member Security Council, Ira...",1,0,en
As Christians we may harbor unrealistic expectations for ourselves. But even if we can somehow manage the...,1,0,en
drinking a Capri Sun and reading Harry Potter in bed realizing my life really hasn't changed in the last ten years,1,0,en
@user Is there anything we can help with at all Graham? ^Ashley,1,0,en
"""Paul Dunne, 22, of Ireland, formerly of the UAB golf team &amp; 1st amateur in 88 yrs to be in the lead British Open.",1,0,en
Dodridge induces a 6-3 ground out for the first out of the 8th.. Chippewas 5 outs away from MAC Championship game,1,0,en
@user @user seems Iron Maiden may be on the cards as well,1,0,en
"""RT @user Andy Rooney, 92, will make his last regular appearance on @user this Sunday, CBS just announced.""",1,0,en
"""May as well strap the golden cockerel from WHL's roof to Kane's back so that the burden on him is at once metaphorical, symbolic &amp; literal""",1,0,en
It's September 1st and 12 more days until niall's birthday and on his birthday it's going to be A YEAR SINCE I SAW THE BOYS FOR THE WWAT,1,0,en
"#Maduro, you must be the next one. #2017 do your work well",1,0,en
I can GUARANTEE U Romney will NOT BE #SOS - Can we show a little unity behind the Man we elected to #draintheswamp…,1,0,en
"""On this day in history July 24, 1965 #BobDylan release """"Like a Rolling Stone""""""",1,0,en
Follow the top Amy Schumer stories for Dec 21 on our topical page:,1,0,en
I have that 'resting bitch face' that would make Wednesday Adams jealous... Just saying.,1,0,en
#Sporting #Card 2015-16 Gold Standard Joe Young auto Dual patch /149 #Indiana #Pacers Rc,1,0,en
@user if goal is integrity then why not cross-reference voter registration list with citizenship status while they're at it?,1,0,en
"Will Ronda Rousey, Conor McGregor fight on the same card in December? via @user",1,0,en
For those interested\u002c Mark Martin will make his 850th career NSCS start this weekend (ranked 5th on all-time list). #NASCAR,1,0,en
Top story: ESAHangout: Rosetta mission's day in the Sun - Google+ see more,1,0,en
Victor did you see this? Dallas Seavey,1,0,en
And I'll be one of the first Deplorables to suggest that Obama will attend the Castro funeral. #lameduck,1,0,en
"""A search of """"cnn debate"""" on Twitter only returns links to news about how Carly Fiorina may not make it into the next debate. *yawn* Boring..""",1,0,en
"@user Got Asiata @ start of WK2, let him get two good games and sent him in a trade for a '15 2nd, same guy just offrd him bk for 3rd""",1,0,en
Hey @user @user Have you ever told your supporters about the 1st Thanksgiving?,1,0,en
"Even the Obama admin dismisses claims of election hacking, but it must be true since a couple computer nerds from M…",1,0,en
Fact: Trying to escape the bed in the morning may require some expertise in Jiujitsu.,1,0,en
What? They didn't ask for a refund?https://t.co/EqayycVLdB,1,0,en
Emile Heskey causing a Newcastle stir - check out 1st his overhead kick and 2nd the Heskey Cam,1,0,en
write 2020 on your hand tomorrow if you support Kanye West running for president. #kanyewestforpresident2020 #kanyewestforpresident,1,0,en
@user why does the Sunday host assume Latinos don't like/know Bernie Sanders?  We do know and like Bernie S. claro que si,1,0,en
"Poroshenko signed a law to strengthen the protection of information space ""acts of aggression or propaganda""",1,0,en
Don't have 2watch a videothat a #RWNJ #Trumpet iswanting me 2 watch 2 verify #HillaryClinton looks tired.Ok-obviously she is. #StillWithHer,1,0,en
@user @user Why is the US spec tesla model s P100D Faster than the EU spec,1,0,en
Photo: thesejulez: This is what 4th of July is really about. When Gaga and Beyonce posioned all those...,1,0,en
"#tech #summary:  #bangladesh says  #uber 'illegal', days after  #launch",1,0,en
Mark Your Calendar! September 12th from 8:00am to 11:00am  If you live near Prince George's Community College and...,1,0,en
@user I learned on Friday that my Bacon number is 4! So I have to work in the Erdos and Sabbath numbers next. Or Iron Maiden # instead?,1,0,en
@user it seems so. It would have been close had I gone to Iran. Back Thursday. I'll go in the new year. Would be brill,1,0,en
Them Seniors gone beat the Juniors tomorrow.,1,0,en
ELSA has now launched the 11th edition of the ELSA Moot Court Competition on WTO law!  Sign up and face the...,1,0,en
"""Microsoft has joined the Linux Foundation as a Platinum member.""https://t.co/nomXpaUr73via @user",1,0,en
@user will be attending @user with advanced solutions in Education. London\u002c Jan 30th - Feb 2nd 2013,1,0,en
What if the world could vote on Nov 6? France leads the Obama camp\u002c including Britain\u002c Peru\u002c Turkey\u002c India among others,1,0,en
He tries to stem the march of time by covering the plug hole with his podgy mitt but #TrojanHero knows twilight must fall on bathtime.,1,0,en
"""Once NH Repubs got to know Scott Walker, his support tanked. Watch for that to spread across the country.  : )  @user",1,0,en
In the 8th it has really started to get out of hand the White Sox now lead the #Royals 12-0 in the 8th,1,0,en
Recount California and Nevada massive voter registration,1,0,en
"""Found Here Comes The Sun by George Harrison with Shazam, have a listen:",1,0,en
Government keeps Theresa May's 'murky' deal with Saudi Arabia a secret | Politics | News | Daily Express,1,0,en
"""Nice to see the neighbours rocking a bit of Dark Souls, seriously though if you invade my game I will cut you.",1,0,en
"@user KD for Kim Jong-un, who says no?",1,0,en
Joyful Noise gathers Wednesday nights at 7 PM in the sanctuary. Come and sing with friends!,1,0,en
Kurt Angle is the only man to pin or submit Brock Lesnar in singles competition from June-August in MMA or Pro wrestling. He did it 3 times,1,0,en
NCS Round 1: MV soccer @ Calistoga. Jags down 2-1; few minutes left in the 1st half.,1,0,en
"""Gorzelanny finishes the AB, walks Schwarber. 2 on and 1 out for Kris Bryant in the 5th""",1,0,en
My Pain may be the reason for somebody\u002cs laugh But My laugh must never be a reason for somebody\u002cs pain #Charlie_Chaplin,1,0,en
Josh Hamilton (knee) is out of the Rangers' starting lineup again on Tuesday night against the Mariners.,1,0,en
"""Sicily may form grand coalition, Italian UDC Party leader: (AGI) Rome - On Monday Rocco Buttiglione, the leader ...",1,0,en
"""To be fair, Eid could be on Sept 17/18 next year. Soooo lets just hope it won't land on Sept 11""",1,0,en
@user first\u002c *Rondo. 2nd\u002c you know who\u2019s higher? Darko Millicic\u002c LeBron James\u002c Carmelo Anthony\u002c etc.,1,0,en
KYOCERA to Supply 30MW of Modules for Solar Power Plant in Northern Japan: Following the July start of a new fee...,1,0,en
@user wait...  Isn't that May 4 is Star Wars day?,1,0,en
@user @user @user @user the other picture is bobby jindal or nikki haley or an anchor/tourist baby/14th Amendment,1,0,en
Broncineers! Remember that tomorrow we have the Kickball Tournament! Games start at 5pm at the track and field...,1,0,en
Anyone looking forward to Bioshock Infinite? Check out this new look at the game!,1,0,en
@user I'm gonna yell it out at school on Monday. Thank you,1,0,en
Don't ask from that one..I need that one that's the point .. ivsucceed and earned social security.. So I got this one because I can't,1,0,en
"@user Iran makes it to 2nd coming. Next door, however, doesn't:",1,0,en
"EU may bring back border controls, Angela Merkel suggests &lt; Admittance that she's been wrong all along? Hope so...",1,0,en
.@WRFARadio Playlist: Bob Dylan—Like A Rolling Stone. Streaming at,1,0,en
Federal Reserve stands firm on bond-buying program: The Federal Reserve said on Wednesday that it is standing firm...,1,0,en
According to the radio\u002c Rihanna\u2019s Birthday Cake is the official 4th of July anthem. Sounds about right.,1,0,en
I have to get a picture of what I think beauty is for homework. I'll just print a picture of Tom Brady or me.-The 6th Grader I nanny,1,0,en
.@Liz_Wheeler @user voter suppression very real in WI per higher court injunction. Keep up. Secretary Clinton did not request recount.,1,0,en
"""\""""""""@KButter5: dook football\u002c even the sun shines on a dog\u2019s a$$ some days. #UNC\"""""""" Dook...""",1,0,en
You do not want to miss this tomorrow night.  RJ is moving to Maryland soon\u002c and we have a truly epic set planned...,1,0,en
Someone take me to Florida so I can live in the sun.,1,0,en
Label scan of Bob Dylan's 10th biggest hit George Jackson (Acoustic version),1,0,en
UNSEEN || Picture of Zayn with his family on August 29th!!,1,0,en
"""So if Kane gets a 2nd. Then in the last minute England get a penalty, who takes it? @user or @user ? #ENGvSWI #Rooney #Kane""",1,0,en
"@user He's just one. He's spent the summer being looked after grandparents which may have been an error, now thinks he's Prince George!""",1,0,en
Mayo clinic bound on Sunday with Briana.  Focused on getting my baby healthy!! Nothing else matters right now.  #nomoretearsin2015,1,0,en
The only time Michelle Obama would lower the flags on her property is if they were blocking the sun while she was sunbathing. #Chattanooga,1,0,en
RT @user New photo from tonight of Lady Gaga and Britney before Brit's concert tonight!,1,0,en
Gucci unmentionables jivatma esoterica february plan the two yours connotative from mutual attraction in conte...,1,0,en
@user The fact that he officially endorsed Rick Perry back in June.,1,0,en
@user voter registration has him listed as republican,1,0,en
I just checked. Eid is on the 24th,1,0,en
I dm'd michelle Obama. I'm going to erase it tomorrow if she doesn't respond,1,0,en
Nas replaces Snoop Dogg at the #NYSFair Wednesday night. Do you like the new act better?,1,0,en
Milan wanted Witsel - Galliani: The club's CEO has revealed he tried to sign the midfielder right up until the end of Monday's transf...,1,0,en
"@user he better close it in 3, not making much 1st serves and Murray seems winning all 2nd serves..important serve game to start?""",1,0,en
"""New Country 99.9 Gator Country Welcomes Jason Aldean, with special guests Cole Swindell and Tyler Farr, Thursday...",1,0,en
'On Point' with Gov. Sarah Palin &amp; Donald Trump video  Aug 28. #trump2016 #palin #tcot #ccot #foxnews #oann #cnn #abc,1,0,en
meetthepress: .ChuckTodd sat down with John Kasich recently #IfItsDebateNight,1,0,en
"""In the pines,in the pines,where the sun don't ever shine,I would shiver the whole night through.-where did you sleep last night - Nirvana""",1,0,en
@user out here in the sticks. Next town over. Milan. I'm going tomorrow @user for another cornhole turny.,1,0,en
"""Does this photo mean Sam Smith is singing the theme to Spectre, the next Bond movie? Official word tomorrow.",1,0,en
#Mannequinchallenge #fail A fly was about to get them yams lol,1,0,en
Does anyone care what Michael Moore thinks?,1,0,en
Just realized Facebook is using Bing Maps now..  I guess it makes sense given that they're partly owned by Microsoft.,1,0,en
RMT is playing Bob Marley and the Wailers - Sun Is Shining [Listeners: 1/100] [Requests are: On],1,0,en
My piece on Chelsea Flower Show in the Sunday Times:,1,0,en
"""Wetherby Reading Club. 11 Sept, 2.00 - 3.30pm, Wetherby Library. Places are limited. Please contact the library for details: 01937 583 144""",1,0,en
"""Alessandro Matri, loaned out by Milan for the 7th time, joins @user on loan",1,0,en
@user I can see that fam... Have you heard Kendrick lamar Black Friday?,1,0,en
okay for real if someone has tickets for the Ed Sheeran show on October 8th let me know i will do anything to be at that show,1,0,en
#Aleppo : Opposition have taken 25 Iranians prisoner including a high-ranking officer.,1,0,en
Photo: Flatbush Zombies\u002c Santos Party House October 17th! #ACIDALUMNI (Taken with Instagram),1,0,en
@user gonna stay over in Leeds for Wednesday tho to get my fix of the eternal city,1,0,en
When you gotta read a chapter of a book and then write a 4 page paper on it but you're just jamming to Nirvana. Tomorrow's gonna be sick.,1,0,en
"""Scott Walker in interview Sunday """"that building a wall along the northern border with Canada is legitimate issue that merits further review""""""",1,0,en
It\u2019s Conference Championship Weekend at NCS!! Come out tomorrow to cheer our Raiders on to Victory in the VIC and...,1,0,en
Anyone want a Jason Aldean ticket for tomorrow? $60,1,0,en
It is official the NASDAQ market will be open in Wednesday,1,0,en
EN DIRECT sur #Periscope : im practicing the rolling stone for wednesday in quebec,1,0,en
@user Both previous Batman films are on HD TV (TNT\u002c FX) tonight at 8 pm EDT. So I\u2019m recording both. May watch to get caught up,1,0,en
@user any fancy for tomorrow? Quevega at 6/4 with @user today - cha ching!,1,0,en
#fidel’s Ignoble Exit and A #Drink Suggestion via @user #Cuba #castro,1,0,en
@user ok i will remind you of this convo in march when brook beats devon alexander for a world title. And khan still has glass chin,1,0,en
Liam and Niall teasing the 5th album.. #OTRAOttawa (via @user ),1,0,en
Everybody going to Knott's Saturday I got people from school and people from Downey asking me if I'm going,1,0,en
"""Git er done! Before #GraphExpo, reserve your room for the NPES 2012 Annual Conf., coming Nov. 10-12, Indian Wells, CA:",1,0,en
if Dustin Johnson can drive a 289 yard par 4 with an iron you can get up for school tomorrow,1,0,en
@user @user A view by county should ensure anyone with #CommonSense sees the Electoral College works as was plann…,1,0,en
@user I can't remember it but it's like the 3rd or 4th person Niall follows on IG.,1,0,en
@user oct 30th in Houston but if you trying to go to Oracle it's the 9th of February.,1,0,en
"""Real Madrid away printings are now available, print any name you want on your away or 3rd jersey now",1,0,en
I\u2019m going to WalMart n Walgreens tomorrow and stacking up on all they candy !! Think I may need a new toothbrush n dentist too lol,1,0,en
"""If it ain't broke don't fix it, why move kris Bryant up to 3rd when he's hitting as good as he has all season at 5""",1,0,en
Rematch John Cena Vs Seth Rollin title for title Part 2 Tomorrow on raw @user Book it,1,0,en
Milan derby just after the international break with Juventus v Roma tomorrow.,1,0,en
Sorry i didnt update much for tonights show but tomorrow Shawn open for the 1989 Tour in Houston !,1,0,en
Community-Organizer-in-ChiefDivider-in-Chief#ThankYouObama  55 days16 hours27 minutes…,1,0,en
"""Trayce Thompson's 2-run double gives the White Sox a 5-4 lead in the 7th. Is 3-for-4 with a double, triple and 3 RBIs.""",1,0,en
"Let's compare ways to celebrate European cultureWicher 3: Music, folktales, valuesThe Alt-Right: Nazi memes.",1,0,en
Cycling Mission with Passion Team #Ride2Light Rahul Kumawat etal at Sangam University Bhilwara 15 Oct 2014,1,0,en
@user all I\u2019m saying is we\u2019re playing 4 June not nov/dec. getting the kinks out now cuz come June well be there mini Lin,1,0,en
Liam Neeson steps down from Ballymena boxing club amid abortion row over narration of @user video @user,1,0,en
"""Federal Reserve sticks with stimulus: The Federal Reserve made no major policy changes Wednesday, deciding to st...",1,0,en
"@user @user Also, their campaign team literally admitted to active voter suppression.",1,0,en
I can't tell if Red Bull are about to sell or if they're just waiting until Jozy is available in January. #mls,1,0,en
"@user @user Katie, don't worry about the Duke/Grayson Allen talk. He will trip people all year and be suspended by Feb.",1,0,en
Police say there will be a highly visible presence in Rotherham to make sure tomorrow night's derby with Leeds United passes without trouble,1,0,en
Although i\u2019m not a big fan of SS\u002c all my respects to Mitch Lucker. May you rest in peace.,1,0,en
#Atl it\u2019s #Leo Season! This Sunday TurnUp @ Jett Lounge! Free Entry 4 EVERYBODY all night!!! RSVPfirstclass@,1,0,en
Science behind the movie: Dinosaur DNA extraction in Jurassic World may be more fiction than fact. #biomedicalodyssey,1,0,en
Such a tough choice... Ghost Rider or Friday the 13th..,1,0,en
"""According to Briana's tumblr, that her mum confirmed was hers, she has admitted the pics on her IG aren't her, and the due date is Feb. 03""",1,0,en
Putin called the government of Saakashvili an insult to the citizens of Odessa #news #Russia,1,0,en
Entertainment: Chinese websites block searche .. #TISNews Link -,1,0,en
"""No amount of effort can save you from oblivion."" --Kurt Cobain #MONTAGEOFHECK // AUG 7 //",1,0,en
LF Hanley Ramirez's season may be over after the Red Sox placed him on the 15-day disabled list Saturday with right shoulder inflammation,1,0,en
"""Some say he knocked Briana while with Eleanor but??? She's due in February, do you think she'll be pregnant for 11 months or what?""",1,0,en
"@user guys he\u2019s the 1st among 2PM members :\u2019) \""""""""ENG SUB 2PM OK TAECYEON #23 TOP 100 IDOL COUNTDOWN\"""""""" on YouTube",1,0,en
and now fire in #Jerusalem area #fbt,1,0,en
Yesterday: #NationalFastFoodDayToday: #NationalTakeaHikeDayCoincidence? I think not....,1,0,en
"""Paul Dunne shares TheOpen lead after 54 holes. If it holds, would be 1st amateur to do so since Bobby Jones (1927).",1,0,en
Let's go LD! Let's keep it up for next weeks American Out against Prince George!,1,0,en
listening to Calibraska tomorrow for i have a 5 hour car ride so i should learn all the lyrics by then @user @user,1,0,en
Guess The Idol 1#  Hint:He met B2St\u2019s Gikwang in the 10th grade  COMMENT ANSWER+PR NO PR WRONG Admin...,1,0,en
The reason that Nurses Day is held on the 12th May each year is because this is the birth date of Florence...,1,0,en
"""You may have the key to your girlfriend's heart, but Chuck Norris has the key to her back door.""",1,0,en
"""I may watch Sharknado, but I draw the line at Lavalantula.   I have my standards.""",1,0,en
"""Tomorrow I'll be reunited with my PS4, how sad am I?""",1,0,en
anyone else down for IHOP with paige and I tomorrow?,1,0,en
Hey folks you will find me doing some Kahuna mini Bodywork sessions  &amp; a 30 min Yoga sesh here on Saturday 19th -...,1,0,en
"""\""""""""Avril Lavigne is having a concert tomorrow night in the park. Sonic\u2019s opening for her. You wanna come?\""""""""""",1,0,en
@user You don't think a 27 win BYU would get a 7 seed and maybe win a game? Or you don't think BYU will win 27ish by selection Sunday?,1,0,en
